'sample #','V5','V2'
3746,936,1024
3747,934,1059
3748,935,1095
3749,935,1123
3750,938,1140
3751,936,1154
3752,936,1166
3753,935,1175
3754,935,1185
3755,936,1193
3756,938,1200
3757,940,1207
3758,938,1211
3759,938,1218
3760,938,1225
3761,941,1234
3762,940,1240
3763,940,1244
3764,940,1248
3765,938,1253
3766,942,1260
3767,939,1268
3768,944,1273
3769,944,1278
3770,943,1280
3771,941,1287
3772,941,1296
3773,943,1302
3774,946,1310
3775,943,1316
3776,943,1321
3777,944,1327
3778,946,1334
3779,949,1343
3780,950,1348
3781,953,1356
3782,951,1362
3783,949,1368
3784,949,1377
3785,955,1384
3786,958,1390
3787,955,1396
3788,956,1399
3789,958,1404
3790,958,1411
3791,961,1418
3792,965,1422
3793,967,1426
3794,966,1428
3795,965,1425
3796,969,1427
3797,970,1431
3798,975,1429
3799,976,1428
3800,974,1421
3801,974,1417
3802,976,1414
3803,978,1413
3804,984,1404
3805,984,1397
3806,982,1386
3807,981,1377
3808,981,1367
3809,984,1359
3810,987,1348
3811,989,1336
3812,984,1319
3813,982,1304
3814,984,1293
3815,987,1280
3816,990,1265
3817,990,1250
3818,987,1231
3819,985,1217
3820,983,1206
3821,982,1192
3822,983,1179
3823,984,1168
3824,982,1152
3825,979,1141
3826,978,1132
3827,980,1125
3828,981,1116
3829,980,1106
3830,975,1095
3831,973,1089
3832,973,1083
3833,974,1075
3834,973,1069
3835,973,1067
3836,970,1058
3837,966,1051
3838,969,1050
3839,968,1050
3840,970,1047
3841,967,1042
3842,968,1040
3843,965,1036
3844,966,1035
3845,965,1038
3846,967,1031
3847,967,1032
3848,965,1030
3849,963,1029
3850,961,1028
3851,964,1031
3852,964,1028
3853,965,1026
3854,963,1024
3855,959,1026
3856,958,1027
3857,962,1031
3858,963,1029
3859,963,1028
3860,961,1026
3861,956,1026
3862,957,1029
3863,961,1029
3864,960,1030
3865,962,1031
3866,959,1028
3867,958,1026
3868,958,1029
3869,959,1030
3870,963,1032
3871,961,1031
3872,959,1029
3873,956,1029
3874,955,1028
3875,959,1029
3876,962,1031
3877,960,1027
3878,958,1027
3879,957,1026
3880,958,1027
3881,960,1026
3882,959,1025
3883,957,1024
3884,957,1022
3885,954,1020
3886,955,1020
3887,959,1022
3888,958,1020
3889,959,1020
3890,957,1017
3891,952,1015
3892,952,1017
3893,953,1017
3894,954,1016
3895,955,1014
3896,952,1010
3897,951,1010
3898,951,1008
3899,955,1008
3900,956,1007
3901,954,1006
3902,954,1002
3903,951,1002
3904,950,1002
3905,953,1005
3906,952,1002
3907,951,1002
3908,949,999
3909,947,999
3910,946,1001
3911,951,1000
3912,952,1000
3913,950,999
3914,948,997
3915,946,997
3916,950,996
3917,951,998
3918,950,997
3919,952,996
3920,951,988
3921,947,992
3922,949,995
3923,949,994
3924,949,994
3925,948,992
3926,948,989
3927,944,990
3928,949,991
3929,948,992
3930,950,990
3931,947,992
3932,947,987
3933,944,986
3934,946,987
3935,946,990
3936,949,991
3937,950,987
3938,950,986
3939,946,987
3940,949,988
3941,951,990
3942,951,987
3943,949,988
3944,947,986
3945,943,986
3946,945,987
3947,949,990
3948,952,988
3949,953,985
3950,954,985
3951,951,984
3952,954,987
3953,950,987
3954,951,988
3955,951,985
3956,948,984
3957,948,985
3958,949,988
3959,952,987
3960,954,988
3961,954,987
3962,954,984
3963,952,982
3964,954,986
3965,953,987
3966,955,986
3967,954,983
3968,951,983
3969,949,983
3970,950,984
3971,952,986
3972,953,987
3973,955,984
3974,951,982
3975,952,981
3976,952,986
3977,956,988
3978,956,986
3979,955,988
3980,952,983
3981,952,984
3982,954,987
3983,955,989
3984,958,988
3985,960,989
3986,961,992
3987,960,995
3988,963,1011
3989,965,1041
3990,970,1108
3991,974,1182
3992,977,1209
3993,989,1172
3994,1018,1121
3995,1081,1092
3996,1156,1077
3997,1186,1063
3998,1146,1049
3999,1083,1034
4000,1049,1020
4001,1041,999
4002,1047,971
4003,1049,939
4004,1045,903
4005,1042,861
4006,1042,815
4007,1044,774
4008,1043,735
4009,1046,707
4010,1041,673
4011,1036,643
4012,1032,607
4013,1033,567
4014,1033,527
4015,1031,495
4016,1027,471
4017,1021,453
4018,1015,437
4019,1012,422
4020,1004,407
4021,992,394
4022,979,386
4023,964,379
4024,952,376
4025,940,377
4026,926,375
4027,908,373
4028,891,370
4029,882,371
4030,885,373
4031,893,378
4032,904,382
4033,912,386
4034,916,397
4035,914,415
4036,914,442
4037,916,475
4038,920,511
4039,921,553
4040,927,596
4041,933,647
4042,943,700
4043,953,754
4044,956,806
4045,954,854
4046,951,896
4047,953,943
4048,956,987
4049,958,1026
4050,961,1060
4051,959,1092
4052,958,1120
4053,957,1145
4054,959,1164
4055,964,1178
4056,969,1188
4057,973,1195
4058,975,1199
4059,976,1205
4060,976,1211
4061,979,1217
4062,980,1224
4063,978,1228
4064,978,1232
4065,976,1237
4066,978,1246
4067,977,1252
4068,980,1259
4069,981,1265
4070,980,1271
4071,975,1274
4072,972,1278
4073,974,1288
4074,973,1294
4075,973,1299
4076,972,1301
4077,969,1311
4078,969,1319
4079,968,1325
4080,971,1334
4081,970,1339
4082,968,1345
4083,966,1350
4084,969,1357
4085,971,1366
4086,974,1372
4087,974,1379
4088,973,1383
4089,970,1388
4090,967,1393
4091,969,1402
4092,972,1404
4093,972,1408
4094,974,1409
4095,975,1415
4096,978,1420
4097,979,1421
4098,983,1422
4099,983,1422
4100,984,1418
4101,983,1417
4102,986,1414
4103,991,1413
4104,996,1408
4105,1000,1400
4106,999,1390
4107,998,1381
4108,997,1374
4109,998,1363
4110,998,1353
4111,1001,1337
4112,1004,1322
4113,1006,1309
4114,1004,1297
4115,1009,1285
4116,1008,1269
4117,1006,1252
4118,1004,1237
4119,1003,1221
4120,1002,1208
4121,1003,1196
4122,1006,1182
4123,1004,1169
4124,1001,1155
4125,1000,1140
4126,1000,1132
4127,1000,1124
4128,1000,1116
4129,999,1106
4130,996,1096
4131,995,1089
4132,995,1082
4133,995,1081
4134,995,1071
4135,994,1065
4136,990,1060
4137,989,1057
4138,987,1056
4139,988,1054
4140,987,1050
4141,984,1046
4142,981,1041
4143,979,1044
4144,980,1041
4145,984,1042
4146,988,1040
4147,982,1038
4148,981,1036
4149,979,1036
4150,981,1037
4151,982,1038
4152,982,1038
4153,981,1034
4154,977,1031
4155,976,1032
4156,973,1034
4157,978,1036
4158,980,1035
4159,978,1035
4160,979,1034
4161,976,1033
4162,978,1037
4163,975,1036
4164,978,1037
4165,977,1038
4166,975,1032
4167,973,1034
4168,974,1035
4169,978,1035
4170,980,1034
4171,976,1034
4172,974,1033
4173,972,1030
4174,974,1033
4175,974,1036
4176,978,1035
4177,977,1033
4178,976,1031
4179,973,1030
4180,972,1030
4181,975,1030
4182,973,1031
4183,973,1028
4184,973,1024
4185,970,1023
4186,970,1025
4187,971,1025
4188,974,1024
4189,975,1022
4190,974,1018
4191,971,1019
4192,970,1020
4193,970,1019
4194,971,1018
4195,970,1017
4196,968,1011
4197,971,1013
4198,970,1014
4199,968,1014
4200,970,1013
4201,970,1010
4202,967,1006
4203,966,1005
4204,966,1006
4205,967,1008
4206,969,1007
4207,968,1004
4208,966,1001
4209,963,1002
4210,965,1003
4211,966,1006
4212,968,1004
4213,968,1003
4214,968,1000
4215,962,1000
4216,964,999
4217,964,1002
4218,969,998
4219,967,999
4220,967,996
4221,965,996
4222,965,999
4223,964,998
4224,967,999
4225,966,997
4226,965,996
4227,963,994
4228,965,997
4229,966,998
4230,967,996
4231,966,996
4232,966,993
4233,962,994
4234,962,995
4235,964,994
4236,965,995
4237,965,995
4238,965,991
4239,964,991
4240,965,993
4241,966,996
4242,967,995
4243,968,994
4244,965,991
4245,964,990
4246,962,993
4247,966,995
4248,966,993
4249,966,991
4250,965,990
4251,965,991
4252,965,992
4253,965,994
4254,963,994
4255,965,992
4256,963,991
4257,963,991
4258,962,992
4259,963,994
4260,966,993
4261,965,991
4262,966,989
4263,964,988
4264,966,991
4265,967,992
4266,970,990
4267,968,991
4268,968,987
4269,966,988
4270,964,989
4271,970,992
4272,968,990
4273,967,990
4274,967,990
4275,964,991
4276,966,992
4277,969,996
4278,971,996
4279,973,1001
4280,973,1011
4281,972,1040
4282,978,1110
4283,984,1191
4284,996,1208
4285,1011,1160
4286,1050,1108
4287,1124,1083
4288,1187,1073
4289,1176,1067
4290,1113,1053
4291,1064,1039
4292,1047,1017
4293,1048,988
4294,1054,958
4295,1056,924
4296,1058,883
4297,1057,834
4298,1056,789
4299,1055,748
4300,1056,717
4301,1053,685
4302,1051,651
4303,1050,612
4304,1042,567
4305,1043,525
4306,1039,498
4307,1035,478
4308,1027,459
4309,1018,436
4310,1009,418
4311,994,402
4312,984,396
4313,969,393
4314,958,386
4315,942,381
4316,924,377
4317,905,377
4318,896,377
4319,894,379
4320,902,382
4321,909,383
4322,914,385
4323,917,395
4324,919,414
4325,922,436
4326,925,465
4327,926,497
4328,931,534
4329,934,579
4330,940,631
4331,950,685
4332,960,740
4333,962,793
4334,961,839
4335,957,887
4336,955,934
4337,956,977
4338,957,1020
4339,956,1055
4340,955,1092
4341,954,1124
4342,956,1150
4343,959,1167
4344,961,1183
4345,963,1191
4346,963,1197
4347,960,1205
4348,963,1217
4349,966,1228
4350,966,1232
4351,965,1237
4352,965,1244
4353,963,1247
4354,966,1254
4355,969,1264
4356,970,1270
4357,970,1274
4358,970,1276
4359,968,1286
4360,969,1292
4361,971,1301
4362,972,1307
4363,973,1315
4364,972,1315
4365,969,1322
4366,971,1331
4367,971,1339
4368,974,1347
4369,974,1354
4370,973,1360
4371,972,1368
4372,974,1377
4373,977,1386
4374,978,1390
4375,977,1398
4376,977,1401
4377,976,1407
4378,979,1415
4379,981,1420
4380,983,1425
4381,985,1428
4382,982,1430
4383,981,1433
4384,985,1437
4385,988,1442
4386,992,1442
4387,993,1442
4388,992,1438
4389,992,1438
4390,995,1437
4391,999,1433
4392,1002,1429
4393,1002,1424
4394,1002,1412
4395,998,1404
4396,1003,1394
4397,1005,1383
4398,1010,1370
4399,1009,1356
4400,1009,1341
4401,1010,1326
4402,1010,1312
4403,1015,1300
4404,1016,1282
4405,1014,1264
4406,1009,1248
4407,1006,1232
4408,1008,1220
4409,1010,1209
4410,1009,1194
4411,1008,1180
4412,1005,1167
4413,1001,1155
4414,1002,1147
4415,1002,1139
4416,1000,1131
4417,994,1121
4418,989,1108
4419,986,1102
4420,985,1096
4421,988,1093
4422,985,1086
4423,984,1079
4424,981,1071
4425,978,1066
4426,980,1063
4427,977,1061
4428,979,1056
4429,977,1052
4430,974,1050
4431,973,1046
4432,973,1046
4433,973,1045
4434,974,1046
4435,973,1041
4436,971,1038
4437,968,1037
4438,967,1039
4439,971,1040
4440,970,1036
4441,967,1037
4442,964,1034
4443,963,1034
4444,968,1035
4445,968,1037
4446,969,1037
4447,966,1035
4448,965,1032
4449,961,1030
4450,964,1035
4451,966,1039
4452,966,1039
4453,966,1039
4454,964,1036
4455,962,1034
4456,962,1036
4457,964,1039
4458,965,1038
4459,960,1038
4460,963,1035
4461,959,1033
4462,961,1036
4463,964,1039
4464,963,1037
4465,962,1036
4466,963,1033
4467,959,1034
4468,959,1035
4469,961,1035
4470,961,1034
4471,961,1031
4472,959,1028
4473,956,1028
4474,958,1029
4475,960,1030
4476,962,1028
4477,959,1026
4478,956,1024
4479,955,1024
4480,955,1025
4481,957,1028
4482,955,1026
4483,955,1021
4484,953,1021
4485,951,1020
4486,950,1018
4487,955,1019
4488,952,1017
4489,954,1016
4490,952,1014
4491,949,1013
4492,949,1013
4493,951,1014
4494,953,1013
4495,952,1012
4496,950,1007
4497,945,1008
4498,946,1008
4499,948,1010
4500,949,1010
4501,950,1008
4502,951,1005
4503,947,1006
4504,948,1004
4505,949,1007
4506,951,1008
4507,952,1002
4508,949,1003
4509,945,1003
4510,947,1004
4511,949,1006
4512,949,1004
4513,950,1000
4514,950,1001
4515,948,1001
4516,948,1003
4517,949,1003
4518,950,1004
4519,948,1003
4520,945,1000
4521,942,999
4522,945,999
4523,948,1003
4524,948,1002
4525,951,998
4526,948,997
4527,948,999
4528,945,1000
4529,947,1003
4530,949,1001
4531,948,999
4532,948,997
4533,947,997
4534,944,999
4535,949,1000
4536,948,998
4537,950,998
4538,947,996
4539,946,995
4540,944,997
4541,947,1000
4542,950,999
4543,949,997
4544,946,995
4545,946,993
4546,947,995
4547,949,998
4548,949,998
4549,946,996
4550,946,994
4551,946,994
4552,948,995
4553,952,997
4554,953,995
4555,953,996
4556,953,992
4557,948,993
4558,949,995
4559,951,996
4560,954,996
4561,951,994
4562,950,994
4563,951,993
4564,951,997
4565,954,1000
4566,957,999
4567,956,1001
4568,954,1001
4569,955,1013
4570,958,1042
4571,962,1100
4572,966,1187
4573,976,1225
4574,989,1181
4575,1019,1121
4576,1090,1088
4577,1157,1080
4578,1160,1067
4579,1106,1048
4580,1055,1027
4581,1031,1003
4582,1034,973
4583,1039,939
4584,1040,895
4585,1041,845
4586,1038,794
4587,1038,752
4588,1039,720
4589,1038,689
4590,1035,655
4591,1031,613
4592,1027,563
4593,1026,512
4594,1024,482
4595,1019,464
4596,1012,445
4597,1003,423
4598,992,404
4599,977,397
4600,963,392
4601,951,389
4602,939,387
4603,924,382
4604,905,379
4605,888,377
4606,877,379
4607,881,382
4608,892,383
4609,905,388
4610,913,392
4611,914,406
4612,915,429
4613,917,460
4614,920,493
4615,920,539
4616,924,585
4617,929,641
4618,940,702
4619,950,763
4620,952,824
4621,951,872
4622,946,919
4623,942,967
4624,941,1011
4625,941,1051
4626,944,1085
4627,946,1121
4628,945,1144
4629,947,1161
4630,946,1178
4631,949,1191
4632,954,1200
4633,954,1210
4634,953,1216
4635,952,1224
4636,952,1234
4637,955,1240
4638,955,1249
4639,957,1254
4640,958,1258
4641,956,1265
4642,957,1272
4643,956,1281
4644,961,1284
4645,961,1291
4646,960,1294
4647,958,1299
4648,959,1311
4649,962,1317
4650,962,1325
4651,963,1331
4652,961,1334
4653,960,1343
4654,961,1351
4655,963,1360
4656,964,1370
4657,964,1374
4658,964,1380
4659,962,1385
4660,963,1395
4661,968,1404
4662,971,1409
4663,969,1414
4664,968,1416
4665,969,1422
4666,969,1427
4667,973,1432
4668,974,1436
4669,976,1436
4670,977,1436
4671,976,1437
4672,978,1437
4673,982,1438
4674,983,1434
4675,983,1430
4676,983,1425
4677,983,1421
4678,985,1414
4679,987,1409
4680,988,1402
4681,989,1390
4682,988,1377
4683,988,1368
4684,989,1356
4685,990,1346
4686,992,1333
4687,992,1318
4688,993,1301
4689,990,1289
4690,991,1277
4691,993,1263
4692,994,1249
4693,993,1233
4694,991,1216
4695,988,1204
4696,990,1190
4697,990,1179
4698,992,1167
4699,990,1155
4700,987,1143
4701,982,1133
4702,983,1123
4703,983,1119
4704,985,1109
4705,983,1100
4706,980,1089
4707,977,1081
4708,976,1079
4709,977,1074
4710,979,1069
4711,976,1063
4712,972,1055
4713,970,1052
4714,970,1050
4715,970,1051
4716,970,1046
4717,968,1042
4718,968,1041
4719,964,1036
4720,963,1039
4721,965,1039
4722,966,1037
4723,962,1037
4724,962,1032
4725,961,1033
4726,958,1033
4727,962,1037
4728,961,1037
4729,962,1035
4730,961,1035
4731,958,1033
4732,959,1036
4733,962,1036
4734,963,1034
4735,963,1034
4736,960,1032
4737,958,1031
4738,958,1035
4739,958,1035
4740,958,1035
4741,957,1033
4742,956,1032
4743,954,1033
4744,956,1034
4745,958,1035
4746,959,1035
4747,959,1032
4748,958,1031
4749,956,1030
4750,955,1030
4751,956,1033
4752,956,1034
4753,957,1032
4754,953,1029
4755,952,1030
4756,951,1030
4757,955,1032
4758,956,1031
4759,954,1030
4760,953,1026
4761,953,1025
4762,951,1029
4763,954,1032
4764,955,1033
4765,952,1030
4766,953,1028
4767,950,1028
4768,949,1030
4769,951,1031
4770,951,1031
4771,949,1031
4772,948,1027
4773,943,1026
4774,943,1027
4775,944,1028
4776,948,1027
4777,951,1026
4778,949,1024
4779,951,1021
4780,950,1021
4781,950,1023
4782,952,1019
4783,955,1015
4784,956,1008
4785,955,1004
4786,956,1005
4787,960,1006
4788,962,1005
4789,960,1000
4790,957,999
4791,955,997
4792,957,998
4793,957,995
4794,957,996
4795,959,993
4796,956,991
4797,953,988
4798,954,989
4799,957,995
4800,957,996
4801,955,993
4802,953,993
4803,952,995
4804,948,995
4805,947,998
4806,949,995
4807,946,996
4808,943,992
4809,941,993
4810,943,997
4811,944,995
4812,945,995
4813,947,994
4814,943,991
4815,943,992
4816,942,993
4817,945,993
4818,944,994
4819,943,993
4820,942,990
4821,941,990
4822,943,991
4823,944,995
4824,944,992
4825,945,992
4826,943,990
4827,943,991
4828,941,992
4829,943,993
4830,945,993
4831,945,992
4832,945,991
4833,942,990
4834,943,991
4835,943,993
4836,944,993
4837,946,990
4838,946,990
4839,945,989
4840,944,991
4841,946,993
4842,948,994
4843,948,992
4844,944,990
4845,944,989
4846,944,991
4847,949,994
4848,950,992
4849,949,995
4850,947,993
4851,945,992
4852,944,994
4853,946,995
4854,948,1000
4855,950,1000
4856,952,1006
4857,952,1024
4858,956,1073
4859,963,1152
4860,972,1195
4861,982,1168
4862,1004,1118
4863,1062,1083
4864,1130,1074
4865,1150,1069
4866,1109,1060
4867,1054,1043
4868,1028,1025
4869,1028,1004
4870,1035,978
4871,1038,946
4872,1040,907
4873,1043,861
4874,1043,817
4875,1042,771
4876,1044,737
4877,1047,702
4878,1045,671
4879,1044,639
4880,1040,603
4881,1041,565
4882,1047,536
4883,1050,511
4884,1047,491
4885,1040,476
4886,1034,454
4887,1025,434
4888,1016,419
4889,1005,415
4890,995,408
4891,982,397
4892,971,393
4893,952,385
4894,931,386
4895,919,388
4896,910,386
4897,913,385
4898,921,388
4899,924,394
4900,927,403
4901,925,417
4902,925,438
4903,925,460
4904,920,480
4905,919,509
4906,920,539
4907,922,573
4908,927,618
4909,928,666
4910,929,711
4911,932,759
4912,933,810
4913,934,859
4914,934,900
4915,934,941
4916,931,979
4917,927,1014
4918,925,1049
4919,927,1082
4920,932,1110
4921,927,1139
4922,932,1158
4923,932,1174
4924,934,1191
4925,936,1206
4926,940,1216
4927,941,1222
4928,943,1231
4929,941,1239
4930,945,1250
4931,946,1257
4932,948,1265
4933,947,1273
4934,946,1280
4935,945,1287
4936,946,1295
4937,949,1307
4938,950,1313
4939,953,1320
4940,951,1326
4941,948,1335
4942,949,1345
4943,948,1356
4944,954,1362
4945,954,1370
4946,952,1378
4947,950,1387
4948,951,1395
4949,955,1407
4950,955,1412
4951,954,1417
4952,955,1425
4953,952,1433
4954,955,1441
4955,959,1450
4956,959,1453
4957,960,1458
4958,960,1460
4959,959,1462
4960,964,1467
4961,965,1472
4962,965,1471
4963,965,1471
4964,965,1469
4965,964,1467
4966,968,1468
4967,975,1468
4968,978,1462
4969,979,1455
4970,978,1450
4971,979,1441
4972,979,1437
4973,979,1427
4974,982,1419
4975,984,1409
4976,980,1398
4977,978,1385
4978,982,1373
4979,983,1362
4980,983,1350
4981,985,1335
4982,984,1323
4983,981,1305
4984,983,1296
4985,986,1283
4986,986,1267
4987,985,1253
4988,983,1237
4989,984,1225
4990,986,1217
4991,986,1203
4992,987,1190
4993,983,1180
4994,982,1165
4995,979,1156
4996,981,1146
4997,979,1136
4998,978,1128
4999,974,1117
5000,975,1108
